id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
16s rrna gene	-0.4336	-0.1411	3	248	804	9	2014.413989
absorption	-0.7924	0.8503	4	118	290	3	2011.930081
abundance	-0.2019	-0.7367	3	241	918	12	2012.159769
acceptor	0.5294	0.4716	1	58	116	2	2012.64
access	0.3779	-0.4064	1	83	186	2	2013.769679
accumulation	0.1544	-0.1358	3	155	344	5	2011.1675
acetaminophen	0.4062	-0.1419	1	84	176	2	2017.5
acetic acid	0.9409	0.1891	1	86	184	2	2010.5
acids	-0.672	0.0919	2	198	496	6	2009.964637
acinetobacter	-1.0691	-0.4264	2	191	684	10	2013.0625
acinetobacter lwoffii	-1.2504	-0.5173	2	68	184	3	2016.666667
acquisition	-0.4212	-0.2733	2	152	378	5	2012.112069
actinobacteria	-0.9323	-0.306	2	96	214	2	2015.243094
action	-0.301	0.2771	4	67	146	2	2009.595808
active bacteria	-1.1256	0.1287	2	91	204	2	2015.083333
activity	-0.2331	0.1953	4	607	2618	34	2011.741747
acute	0.6088	0.0315	1	71	156	2	2013.705882
adaptation	-0.672	0.0389	2	161	484	5	2013.458029
addition	-0.1993	0.2499	2	435	1400	18	2012.072879
adelie	-0.7973	-0.922	3	30	76	2	2010.903226
adelie penguin	-0.7967	-0.9225	3	30	76	2	2012.611111
adhesion	-0.6649	0.3297	2	55	116	2	2011.277778
adsorption	0.713	0.1495	1	79	170	3	2009.962264
age	-0.494	-0.2529	2	46	92	2	2010.368729
agreement	1.0335	0.489	1	86	204	2	2010.554303
agriculture	0.292	-0.1908	1	150	354	4	2013.323232
alaska	-0.8911	-0.0683	2	34	68	2	2010.597746
algae	0.1063	0.6352	4	96	222	5	2012.039501
alternative	-0.709	0.9122	4	76	202	2	2011.356436
ambient temperature	1.0168	-0.0771	1	159	432	4	2012.706667
america	0.2753	-0.2966	3	99	218	3	2011.440252
amino acids	-0.6374	0.0046	2	224	602	8	2012.884393
ammonia	1.263	0.0715	1	99	206	2	2012.816092
ammonium	0.6554	0.1074	1	46	94	2	2011.212264
amplification	-0.0743	-0.3764	2	99	220	3	2013.330357
anaerobic	0.5649	0.4217	1	83	194	3	2012.16
anaerobic digestion	0.5472	0.2171	1	100	220	3	2012.5
analgesics	0.7566	-0.4109	1	61	136	2	2009.666667
analysis	-0.4053	0.0075	2	750	4818	61	2011.656462
ancient	-0.7478	-0.5629	2	138	416	7	2012.618557
ancient permafrost	-0.9327	-0.5635	2	57	128	2	2014
animals	-0.1728	-0.6455	3	145	394	7	2012.281022
anova	0.6175	-0.4742	1	80	172	2	2010.875
antarctic	-0.4396	0.0805	4	627	3524	46	2010.797819
antarctic bacteria	-0.7304	0.7839	4	217	764	9	2013.736842
antarctic bacterium	-1.1157	0.2026	2	61	142	2	2013.961538
antarctic environments	0.2203	-0.2456	1	130	304	3	2011.771084
antarctic lakes	-0.5596	0.8041	4	62	138	2	2011.024096
antarctic peninsula	0.0387	-0.3999	1	138	336	4	2011.82716
antarctic peninsula region	0.5656	-0.3879	1	72	182	2	2011.944444
antarctic pseudomonas	-0.9937	0.5606	4	152	420	5	2014.277778
antarctic research	0.7009	-0.5126	1	120	276	3	2011.169643
antarctic research stations	0.7269	-0.5475	1	84	182	2	2012.4
antarctic soil	-0.404	-0.6232	3	185	598	7	2012.495868
antarctic strain	-0.9604	0.6313	4	83	174	2	2014.363636
antarctica	-0.3227	0.0244	4	603	3008	40	2011.220175
antarctica peninsula	-0.5069	-0.812	3	62	146	2	2013.348837
anthropogenic activities	-0.0191	-0.8363	3	89	230	3	2014.47619
anthropogenic impact	-0.3478	-0.3902	3	88	190	2	2013.372093
anthropogenic pollution	0.0438	-0.5057	3	89	192	2	2012.536585
antibacterial	-0.739	0.7106	4	100	246	3	2013.2
antibacterial activity	-0.2968	0.5681	4	172	428	5	2015.076923
antibiotic resistance	-0.251	-0.5715	3	517	2908	40	2015.468085
antibiotic resistance genes	-0.0841	-0.6103	3	433	2072	26	2016.25
antibiotic resistant bacteria	0.222	-0.5359	3	267	848	9	2016.3
antibiotic susceptibility	-0.3741	-0.6987	3	121	318	4	2010.5
antibiotics	-0.1817	-0.4954	3	536	2766	35	2014.666667
antimicrobial	-0.7957	0.1919	4	92	224	3	2015.692308
antimicrobial activity	-0.6353	0.6838	4	66	146	2	2015.842105
