id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
16s rdna	0.5285	0.1226	2	647	3172	35	2013.518519
16s ribosomal rna	0.5777	-0.1777	5	520	2134	25	2013.3125
16s rrna gene	0.2281	-0.2478	4	1419	38872	426	2014.413989
16s rrna gene libraries	0.3935	-0.3358	4	532	2502	26	2012.451613
18s rdna	1.1555	0.2435	3	502	2430	32	2012.340426
18s rrna gene	0.9233	-0.1295	3	912	7292	78	2014.232558
454 pyrosequencing	1.1189	-0.3146	3	455	2102	22	2014.892857
aap	0.8729	-0.4741	3	292	1056	12	2014.214286
ablation	-1.0116	0.4093	1	610	3852	44	2012.339583
ablation zone	-1.1283	0.2269	1	305	1172	12	2013.621849
absorption	-0.3401	0.9729	2	308	976	12	2011.930081
abundance	-0.024	-0.4975	3	1444	42852	468	2012.159769
access	-0.0894	0.3179	5	476	1670	19	2013.769679
acclimation	0.0238	1.1137	2	301	976	12	2013.38
accumulation	-0.66	0.4622	1	812	4702	53	2011.1675
accuracy	0.3282	0.1882	5	373	1256	15	2012.031588
acidobacteria	-0.5424	-0.7708	4	841	7430	76	2015.141176
acids	-0.3796	0.4359	1	711	3866	46	2009.964637
acquisition	-0.1103	0.5116	1	355	1112	14	2012.112069
actinobacteria	-0.4113	-0.407	4	1170	16092	170	2015.243094
active layer	-0.8834	-0.6899	4	588	3186	33	2012.332634
active layer soils	-1.0601	-0.7543	4	285	1052	11	2014.593407
activity	-0.5506	-0.0748	1	1360	24290	269	2011.741747
adaptation	0.1139	0.8197	2	978	7076	86	2013.458029
addition	0.0399	-0.1341	6	1296	14674	165	2012.072879
advance	0.0428	0.2144	5	530	2208	26	2012.223684
aerobic	0.3547	-0.565	3	348	1212	14	2012.965517
aerobic anoxygenic phototrophic bacteria	0.9185	-0.4754	3	258	902	11	2015.090909
aerosol	-0.5095	0.3488	1	442	1730	20	2011.217627
africa	0.4607	0.2152	5	316	884	11	2009.943515
age	-0.7056	0.2026	4	645	3088	36	2010.368729
aggregates	0.1501	0.396	1	429	1524	18	2009.96124
agreement	0.529	0.3961	2	352	1022	12	2010.554303
air	-0.4032	0.6387	1	757	4448	52	2011.976061
air temperature	-0.7777	0.5386	1	418	1562	17	2012.218924
alaska	-0.5214	-0.4251	1	728	3894	44	2010.597746
alaskan	-0.9076	0.0048	1	320	1032	12	2011.071579
albedo	-0.9144	0.6671	1	530	3510	41	2012.060567
algae	0.0588	0.935	2	1189	15868	207	2012.039501
algal biomass	-0.6823	0.604	1	237	874	11	2011.310345
algal blooms	-0.3761	0.6195	1	433	1786	20	2013.245902
algal communities	-0.7355	0.7403	1	389	1716	19	2013.40625
algal growth	-0.7429	0.8855	1	245	866	11	2010.608696
alpha	-0.2201	-0.5874	4	582	2650	27	2010.514493
alpha diversity	-0.2143	-0.7602	4	723	4152	41	2016.723404
alphaproteobacteria	0.4968	-0.815	3	911	7646	82	2014.602273
alpine	-0.6302	0.5764	2	879	6312	69	2012.280161
alpine environments	-0.6256	0.5456	1	357	1110	11	2010.582418
alpine glaciers	-0.7743	0.6633	1	401	1458	17	2012.819277
alpine regions	-0.0977	0.9331	2	419	1528	17	2012.662791
alpine soils	-0.9705	-0.19	4	300	1104	11	2014.296296
alps	-0.3392	0.9141	2	551	2446	28	2011.372549
altitude	-0.4828	0.4594	4	625	2894	33	2011.218807
alveolata	1.1168	-0.4471	3	291	984	12	2014.769231
alveolates	1.2371	-0.3636	3	295	1032	12	2012.615385
america	0.2725	0.8758	2	285	856	11	2011.440252
amino acids	-0.1292	0.2389	1	658	3188	38	2012.884393
ammonia	-0.2963	-1.0993	6	614	4006	44	2012.816092
ammonia monooxygenase	0.0018	-1.3007	6	365	1770	19	2013.105263
ammonia oxidation	-0.3216	-1.1165	6	535	3228	36	2014.916667
ammonia oxidizers	-0.4817	-1.1027	6	363	1542	16	2016.176471
ammonia-oxidizing archaea	-0.442	-1.0184	6	328	1186	12	2013.538462
ammonium	-0.3159	-0.9219	6	772	5004	53	2011.212264
amoa	-0.239	-1.1805	6	566	3512	37	2014
amoa gene	-0.1329	-1.2374	6	344	1564	17	2013.352941
amplicon	0.2457	-0.4574	5	870	5328	60	2016.631579
amplicon sequencing	0.1617	-0.3041	5	587	2570	27	2017.052632
amplification	0.5252	0.0189	5	552	2338	27	2013.330357
amundsen	0.7848	-0.817	3	371	1392	13	2012.553846
anaerobic	-0.3298	-0.3949	6	336	1076	12	2012.16
analog	-0.261	0.6305	5	317	992	11	2012.234043
analysis	0.2732	0.0448	2	1459	57672	662	2011.656462
anammox	-0.218	-0.9398	6	315	1316	16	2013.181818
ancient	-0.4027	0.3435	5	292	902	11	2012.618557
animals	0.0873	0.3115	5	611	3084	38	2012.281022
annual cycle	0.701	-0.4642	3	359	1168	11	2009.189944
anoxic	0.0883	-0.623	6	362	1162	12	2011.109091
anoxygenic phototrophic bacteria	0.8886	-0.465	3	283	1050	13	2014.461538
antarctic	0.3292	0.3863	2	1400	34492	390	2010.797819
antarctic dry valley	-0.9702	0.3415	4	349	1172	12	2011.142857
antarctic dry valleys	-0.9734	-0.0013	4	277	1014	11	2012.647059
antarctic ecosystems	-0.0477	0.1844	5	454	1806	18	2012.855072
