id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
absorption	-0.0816	0.1947	3	357	1218	12	2011.930081
abundance	-0.6722	0.1521	1	1020	12712	132	2012.159769
acclimation	1.1532	0.2105	2	651	4772	50	2013.38
acclimation temperature	1.5864	-0.0162	2	215	736	7	2013.428571
accumulation	-0.0778	0.4025	4	723	4860	49	2011.1675
accumulation rates	-1.2648	-0.1456	1	284	1176	11	2010.201613
acid-base	1.3729	0.146	2	286	1224	11	2010.083333
acid-base regulation	1.3992	0.003	2	407	2088	19	2012.894737
acid-base status	1.4663	0.0577	2	236	824	7	2010.285714
acidification	0.5181	0.0611	2	1206	37732	413	2014.569472
acidity	-0.0038	0.2797	3	335	1080	11	2012.02
acidosis	1.3611	0.0628	2	326	1662	16	2009.75
acids	0.4998	0.6648	4	327	1090	13	2009.964637
acquisition	0.0147	1.2674	4	408	2710	28	2012.112069
action	0.9461	-0.1181	2	222	662	9	2009.595808
activity	0.4532	0.5069	4	851	6950	75	2011.741747
acute	1.4254	-0.0956	2	282	1056	11	2013.705882
adaptation	0.5757	-0.3364	2	818	6272	70	2013.458029
adaptive potential	1.0794	-0.3012	2	208	684	8	2014.833333
addition	0.0035	0.2224	4	1002	8596	91	2012.072879
adult	0.8776	-0.2575	2	561	2870	32	2009.353846
advance	-0.3284	-0.2249	3	310	950	9	2012.223684
advection	-1.1157	-0.16	1	264	974	11	2010.324162
affinities	0.0994	1.3126	4	266	1246	13	2010.594595
age	-0.4638	-0.6748	1	362	1216	15	2010.368729
agreement	-0.0065	0.0687	3	422	1500	19	2010.554303
air	0.188	-0.507	3	306	880	9	2011.976061
air-sea	-0.532	0.4703	4	314	924	7	2011.236364
al	-0.8534	0.113	1	301	930	11	2010.555118
alaska	0.26	-0.5372	3	336	1086	12	2010.597746
aleutian	-0.7883	-0.7792	1	183	710	7	2009.607143
algae	-0.418	-0.3081	1	839	7590	82	2012.039501
algal communities	-0.0169	-0.2464	1	194	634	7	2013.40625
algorithm	-0.7557	0.0047	1	273	970	11	2011.916828
alkalinity	-0.4538	-0.0366	3	574	3106	31	2012.733333
allocation	0.2923	1.0482	4	263	904	9	2012.932584
alpha	0.2589	0.6846	4	253	728	8	2010.514493
alteration	-0.1619	-0.4529	1	257	652	9	2012.662651
ambient co2	0.986	0.3287	2	203	612	7	2011.75
ambient temperature	0.9028	-0.2651	2	288	1038	13	2012.706667
amino acids	0.7933	0.4322	2	276	844	10	2012.884393
ammonia	0.36	0.2923	2	193	532	7	2012.816092
ammonia excretion	0.654	0.1072	2	198	612	7	2012.142857
ammonium	-0.4269	0.32	1	281	812	8	2011.212264
analysis	-0.0152	-0.0734	1	1097	12414	144	2011.656462
animals	1.042	-0.0893	2	627	4096	41	2012.281022
annual cycle	-1.1726	-0.0824	1	240	766	7	2009.189944
anomaly	-0.8049	-0.352	1	240	664	7	2010.997204
antarctic	0.1657	-0.1196	2	1012	11270	130	2010.797819
antarctic circumpolar current	-1.0741	-0.2932	1	222	702	7	2008.485816
