id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
abiotic factors	0.4884	0.2427	5	299	1034	11	2013.777778
abiotic stress	1.0982	-0.0701	2	221	676	8	2013.166667
abundance	-0.0373	-0.3706	5	878	6260	75	2012.159769
acaena magellanica	0.0378	-0.717	4	223	648	9	2003.5
acari	0.1473	0.6177	5	276	876	11	2006.266667
access	-0.5341	-0.5083	4	231	576	8	2013.769679
acclimation	1.2907	-0.3384	2	231	884	12	2013.38
accumulation	1.0365	-0.2365	2	390	1662	21	2011.1675
acquisition	1.1226	-0.4397	2	163	418	6	2012.112069
action	-0.7892	-0.5762	4	413	1454	15	2009.595808
activation	0.8842	-0.0815	2	173	444	6	2011.521429
activity	-0.1158	-0.2822	3	1039	8412	97	2011.741747
adaptation	0.7229	0.1017	2	814	4964	57	2013.458029
addition	0.2871	-0.1997	2	860	4428	56	2012.072879
admiralty bay	0.9351	0.1498	2	187	600	7	2013.441176
adoption	-1.1572	0.1545	3	203	598	7	2012.566667
adult	-0.2508	-0.2462	4	620	2722	38	2009.353846
advance	-0.8134	0.3114	3	218	558	6	2012.223684
aerial	0.0439	-0.2992	4	186	458	6	2012.465517
affinities	-0.2964	0.8048	1	203	484	5	2010.594595
aflp	0.8909	0.6669	1	192	718	10	2008.6875
africa	-0.6699	0.1939	3	367	1248	17	2009.943515
age	0.0603	-0.0631	4	463	1632	22	2010.368729
agreement	-0.7834	0.014	3	309	930	11	2010.554303
air	0.6401	-0.226	2	609	3060	39	2011.976061
air temperature	0.9618	-0.2044	2	380	1482	18	2012.218924
aircraft	-0.8287	-0.2802	3	161	454	5	2010.584541
albatrosses	-0.1199	-0.7114	4	142	376	5	2010.473684
algae	0.5457	-0.0997	2	309	974	15	2012.039501
alien	-0.3841	-0.2871	3	865	6648	79	2010.625
alien plants	-0.4597	-0.3369	3	322	1186	14	2012.357143
alien species	-0.4531	-0.2428	3	876	6718	76	2010.881579
alien vascular plants	-0.1885	0.103	1	139	396	5	2007.2
allocation	0.3861	-0.0428	3	175	446	6	2012.932584
allozyme	0.136	1.2533	1	130	394	5	2003.125
alpine	0.6734	-0.198	2	328	926	11	2012.280161
alpine plants	1.0403	-0.1886	2	183	486	6	2013.9
altitude	0.3006	0.1709	5	564	2394	32	2011.218807
altitudinal gradient	0.6618	0.0882	5	163	444	5	2012.851064
amelioration	0.2378	0.0246	5	250	724	8	2007.388889
america	-0.0503	0.6068	1	536	2234	29	2011.440252
amino acids	0.6928	0.4937	1	154	368	5	2012.884393
amsterdam	-0.5433	-0.4847	4	182	536	9	2006.193548
amsterdam island	-0.5611	-0.7309	4	101	282	5	2004.470588
analysis	0.0577	0.3785	1	1302	13760	174	2011.656462
anatomy	1.3243	0.022	2	158	498	6	2013.0625
andes	1.0247	-0.2363	2	160	438	5	2012.5
angiosperms	0.8355	-0.2286	2	257	690	9	2010.925926
