id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
16s rdna	0.1692	-0.7354	3	118	266	3	2013.518519
16s rrna analysis	-0.3788	-0.92	3	81	178	2	2013
16s rrna gene	-0.3576	-0.917	3	195	536	6	2014.413989
abiotic stress	-0.526	0.4145	1	65	136	2	2013.166667
absolute configuration	0.1528	0.3018	4	96	220	3	2008.25
absorption	0.3145	0.0908	4	58	120	2	2011.930081
absorption bands	0.6603	-0.0927	3	67	158	2	2009.142857
abundance	-0.3937	-0.1735	3	106	230	4	2012.159769
acclimation	-0.5042	0.2562	2	87	180	2	2013.38
accumulation	-0.6114	0.1761	2	230	688	10	2011.1675
acetate	-0.2084	-0.4059	1	181	462	7	2011.825397
acetone	0.1534	0.1748	3	44	90	2	2013.571429
acetylation	-0.3803	0.0377	1	92	200	3	2010.25
acid composition	-0.7168	0.4241	2	61	146	3	2007.131579
acid hydrolysis	0.6873	-0.0991	4	55	112	2	2002.4
acid stress	-0.9696	-0.2981	1	45	96	2	2010.333333
acidic polysaccharide	0.6902	0.0411	4	59	136	2	1996
acids	-0.2667	-0.1489	1	569	2256	27	2009.964637
acinetobacter	0.4202	-0.1025	5	90	192	2	2013.0625
acquisition	-0.035	-0.3789	1	61	126	2	2012.112069
action	1.138	0.059	5	342	1332	16	2009.595808
activation	0.0448	1.0375	2	172	564	8	2011.521429
active compounds	0.2492	0.001	4	93	204	3	2013
activity	-0.1111	0.2602	1	899	5286	70	2011.741747
activity concentration	0.0364	0.6629	4	65	138	2	2013.625
adaptability	-1.0314	0.401	2	171	520	6	2014.833333
adaptation	-0.5822	0.0477	2	445	1718	19	2013.458029
adaptation strategies	-0.5772	-0.1168	2	102	226	2	2014.355556
addition	0.2615	0.1815	5	719	3458	42	2012.072879
adhesion	0.0164	-0.4113	1	256	756	9	2011.277778
administration	0.1235	0.1916	4	103	220	3	2011.614679
adsorption	0.7344	-0.3276	5	211	484	6	2009.962264
adult	-0.6268	0.6552	2	45	100	2	2009.353846
advance	-0.0584	-0.0567	3	106	240	3	2012.223684
agar	0.295	-0.8644	3	129	360	4	2011.695652
aggregates	1.2941	0.4274	5	204	896	11	2009.96124
aggregation	0.491	-0.0333	5	225	612	8	2010.006757
agriculture	-0.7407	0.2594	1	45	106	2	2013.323232
alanine	-0.5603	0.8055	2	67	140	2	2012.142857
alcaligenes	-0.0967	-0.4062	3	74	158	2	2005
alcohols	-0.5341	-0.2862	1	67	146	2	2010.3125
aldehydes	-0.074	-0.4908	1	55	112	2	2009.25
algae	0.1381	0.0657	3	261	744	11	2012.039501
algal blooms	-0.1093	0.5999	3	40	86	2	2013.245902
algicidal activity	-0.0778	0.5274	3	39	120	3	2009.333333
alginate	0.4271	-0.1605	4	108	244	5	2007.8
alkaline	0.4614	-0.007	4	100	222	3	2011.772727
alkaline phosphatase	-0.193	0.6464	2	76	160	2	2014.764706
alkaloids	-0.2713	0.4952	3	88	192	3	2009.333333
alkane degradation	-1.2431	0.036	2	67	160	2	2018.666667
alkanes	-1.1165	-0.0996	2	85	210	3	2011.205128
alpha	0.3505	0.9351	2	75	174	3	2010.514493
alteration	-0.0118	0.5608	5	77	174	2	2012.662651
alternative	0.1283	-0.143	3	78	164	2	2011.356436
amide	0.4502	-0.3091	4	86	178	2	2011.333333
amino acid metabolism	-0.693	0.633	2	84	182	2	2017.285714
amino acids	-0.631	0.2248	1	374	1208	13	2012.884393
