id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
16s rdna	-0.4317	-0.3061	4	120	268	3	2013.518519
18s	-0.1459	-0.8188	4	82	210	2	2017
18s rdna	0.4639	0.3382	5	83	174	2	2012.340426
20th century	-0.909	0.4131	2	64	140	2	2011.125
454 pyrosequencing	1.1999	-0.3152	1	66	154	2	2014.892857
abalone	0.8747	0.435	3	64	136	2	2010
abundance	0.179	-0.225	4	445	1702	19	2012.159769
abundance estimates	0.7069	-0.5591	1	96	250	3	2012.722222
accuracy	0.7383	-0.5225	1	231	698	7	2012.031588
addition	0.3595	-0.518	1	208	576	7	2012.072879
adna	-0.7962	-0.4143	2	83	208	3	2017.8
adult	0.7626	0.2954	1	72	168	3	2009.353846
advance	-0.1558	0.1543	3	143	404	5	2012.223684
africa	-0.2304	0.3623	3	56	128	2	2009.943515
age	-0.6675	-0.045	2	85	182	2	2010.368729
agreement	-0.602	0.2473	2	102	218	2	2010.554303
alaska	-0.2805	-0.6495	3	85	184	2	2010.597746
alnus	-1.4338	-0.1152	2	82	192	2	2014.333333
alpinus	0.7079	-0.7141	3	131	374	4	2012.8
america	-0.371	0.0523	3	104	248	4	2011.440252
ammodytes	1.1951	-0.1638	1	84	194	2	2006.731707
amphibians	-0.0233	0.2875	4	49	100	2	2012.125
amplicon	0.4066	-0.496	1	168	428	5	2016.631579
amplicon sequencing	0.5826	0.0378	1	161	392	5	2017.052632
amplification	0.4723	-0.2002	1	232	706	8	2013.330357
analysis	0.009	-0.1522	1	628	3556	44	2011.656462
ancient	-0.9736	-0.0776	2	329	1328	15	2012.618557
ancient dna	-0.9906	-0.0691	2	318	1320	15	2016.090909
ancient permafrost	-0.7301	-0.2647	2	111	272	3	2014
animals	-0.0399	-0.0545	1	269	840	10	2012.281022
antarctic	0.2741	0.2488	3	157	386	5	2010.797819
antarctic krill	0.4868	0.3369	3	76	162	2	2011
antarctica	-0.0087	0.2392	3	116	266	4	2011.220175
anthropogenic	-0.2524	0.5655	3	90	190	2	2012.98995
application	-0.2416	-0.1749	3	306	1124	14	2012.361823
approach	0.2872	-0.1604	1	588	3294	37	2013.011682
aquatic	-0.8441	-0.6121	2	74	174	2	2012.291667
aquatic ecosystems	0.0869	-0.3618	3	82	188	2	2013.963964
aquatic plants	-1.1872	-0.1962	2	102	254	3	2014.866667
archipelago	-1.2786	0.2405	2	75	162	2	2011.082609
arctic	-0.1519	-0.3119	4	441	1730	22	2012.189504
arctic char	0.6875	-0.7309	3	143	430	5	2012.777778
arctic flora	-1.3293	-0.1843	2	75	172	2	2016.142857
arctic marine	-0.0581	-0.0798	4	73	154	2	2013.75576
arctic species	-0.258	-0.806	4	99	242	3	2013.654545
arctic tundra	-0.5194	-0.2593	4	103	242	3	2013.816872
arctic vegetation	-1.1295	-0.2742	2	72	162	2	2012.662338
area	-0.2852	-0.1688	2	379	1360	17	2011.37466
arthropod	1.0281	-0.0271	1	61	156	2	2010.948276
asia	-0.3101	0.5485	3	39	84	2	2013.012594
assemblages	-0.1623	-0.1048	2	282	840	9	2012.247588
assessment	-0.1059	-0.0165	3	250	754	9	2013.024899
assignment	-0.1498	-0.8182	4	82	210	2	2013.093023
atlantic	0.5733	-0.4417	1	158	402	4	2010.236737
