id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
26s rdna	0.7782	0.4234	2	176	506	8	2011.625
abiotic factors	-0.7134	-0.5247	1	186	476	6	2013.777778
abundance	-0.4176	-0.2494	1	644	3200	41	2012.159769
accumulation	0.7514	-0.6468	2	307	1216	20	2011.1675
acids	0.9138	-0.2672	2	405	1924	30	2009.964637
acquisition	-0.7822	-0.6291	1	293	982	12	2012.112069
acremonium	0.2658	0.589	3	284	948	14	2012.076923
action	0.645	-0.2939	2	166	422	6	2009.595808
active compounds	1.0797	-0.39	2	131	376	7	2013
activity	0.7969	-0.0281	2	892	8200	122	2011.741747
adaptation	0.4601	-0.2705	2	689	3902	54	2013.458029
adaptation strategies	1.1312	-0.2531	2	177	512	7	2014.355556
addition	0.2572	-0.1103	2	726	3524	52	2012.072879
admiralty bay	0.6618	0.7142	3	159	478	5	2013.441176
agar	0.5672	0.3821	3	239	728	11	2011.695652
agaricales	-0.9155	0.248	1	309	1078	17	2010.588235
age	-0.0589	-0.4207	1	242	698	10	2010.368729
agriculture	0.1461	-0.0166	3	160	368	5	2013.323232
air	-0.534	0.2023	1	367	1210	16	2011.976061
air temperature	-1.115	-0.0385	1	170	488	6	2012.218924
al	1.2602	-0.6867	2	177	924	17	2010.555118
alaska	-1.0139	-0.4001	1	310	1266	15	2010.597746
alaskan	-1.0217	-0.4383	1	161	440	6	2011.071579
algae	0.6429	0.3632	3	333	1132	16	2012.039501
alkaloids	0.902	-0.7203	2	106	556	15	2009.333333
alpha	-0.0989	0.1187	2	163	400	6	2010.514493
alpine	-1.0063	-0.0157	1	497	2622	37	2012.280161
alpine habitats	-1.0316	0.1627	1	271	1040	15	2011.833333
alpine plants	-1.393	-0.2692	1	137	394	5	2013.9
alpine regions	-1.1403	0.1675	1	138	376	5	2012.662791
alpine tundra	-1.2784	-0.1653	1	178	546	7	2012.213333
alpine zone	-1.2406	0.2415	1	151	562	8	2010.84375
alps	-0.7291	0.3148	4	245	764	12	2011.372549
alternaria	0.3435	0.3675	3	328	1126	18	2011.111111
altitude	-0.7767	-0.4856	1	233	704	9	2011.218807
altitudinal gradient	-0.8465	-0.4912	1	182	592	8	2012.851064
america	-0.9244	0.383	1	235	786	12	2011.440252
amino acids	0.3972	-0.0393	2	241	804	15	2012.884393
amplification	-0.5511	0.3546	1	220	620	8	2013.330357
amylase	1.1667	0.149	2	301	1332	17	2012.9
analogue	0.1909	-0.3074	1	117	260	5	2011.282609
analysis	0.0864	0.1507	4	1079	12490	187	2011.656462
anamorph	-0.3412	0.375	4	152	364	6	2006.333333
ancient	-0.0032	-0.5106	1	158	428	8	2012.618557
ancient permafrost	0.8845	-0.783	2	54	184	5	2014
angiosperms	-0.4094	0.6228	3	180	508	6	2010.925926
animals	0.1422	0.1866	3	287	904	13	2012.281022
antarctic	0.5325	0.1043	2	1068	16944	259	2010.797819
