id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
abundance	0.4114	0.0962	1	1592	36140	338	2012.159769
abundance distribution	0.383	-0.1837	4	720	3862	36	2011.488889
abundance estimates	0.6695	0.517	1	317	966	9	2012.722222
abundance indices	1.3099	-0.3892	1	229	708	7	2012.357143
acc	-0.595	-0.6299	2	377	1290	10	2008.705882
access	-0.0767	0.1147	1	432	1348	15	2013.769679
accumulation	-0.491	0.289	2	632	2632	28	2011.1675
accuracy	0.1443	-0.6104	1	251	722	8	2012.031588
acidification	-0.814	0.2354	2	300	942	8	2014.569472
acids	0.1768	0.8146	3	280	972	10	2009.964637
acoustic	-0.0277	-0.1256	4	615	2888	29	2009.018519
acoustic backscatter	0.1598	-0.419	4	262	816	7	2008.944444
acoustic data	0.0614	-0.2397	4	261	684	7	2007.764706
acoustic surveys	0.5848	-0.368	4	382	1414	13	2009.619048
activity	-0.3501	-0.1901	2	886	5110	51	2011.741747
acw	-1.1379	0.3072	2	286	1102	9	2006.901961
adaptation	0.6334	0.3278	1	390	1286	13	2013.458029
addition	-0.2159	-0.0732	2	1095	7496	70	2012.072879
additive models	0.5517	-0.361	1	454	1910	17	2013.628571
adult	0.8457	-0.097	1	1089	10224	93	2009.353846
advance	0.2394	-0.6947	1	401	1372	13	2012.223684
advection	-0.5551	-0.3106	2	1015	7736	66	2010.324162
aethia	-0.0095	-0.4419	4	292	1052	11	2009.166667
aethia cristatella	-0.1283	-0.5005	4	218	680	7	2011.625
age	0.8701	0.0015	1	1067	9050	97	2010.368729
age 0	1.0109	0.0138	1	1044	10816	97	2009.018349
age classes	0.9049	0.3236	1	375	1174	11	2010.72973
age-0	1.0111	0.1367	1	713	4186	38	2008.071429
age-0 juveniles	1.0148	-0.0492	1	285	834	7	2008
age-0 pollock	1.0263	-0.2164	4	602	3642	30	2007.533333
age-0 walleye pollock	1.1074	0.0364	1	572	3882	33	2007.69697
