id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
16s rdna	0.7832	-0.3049	3	339	1002	9	2013.518519
16s ribosomal rna	1.0373	0.0999	4	208	536	5	2013.3125
16s rrna gene	0.9076	0.3495	4	804	5944	60	2014.413989
16s rrna gene libraries	0.943	0.3311	4	201	552	5	2012.451613
3d seismic	-0.8782	-0.8259	1	380	1704	15	2012.041667
3d seismic data	-0.8273	-0.8373	1	340	1376	12	2011.666667
abundance	0.5006	0.0699	4	1074	7610	73	2012.159769
abyssal	0.4597	-0.0339	3	221	564	5	2008.271255
acceptor	0.9291	0.4626	4	387	1446	14	2012.64
access	0.5184	-0.5457	3	256	638	6	2013.769679
accumulation	-0.3558	0.4378	2	855	4514	42	2011.1675
accuracy	-0.2079	0.185	2	217	572	6	2012.031588
acetate	0.738	0.7675	4	437	1868	21	2011.825397
acidification	-0.7141	0.3123	2	258	804	7	2014.569472
acids	0.7426	0.4302	4	675	3336	31	2009.964637
acoustic	-0.9253	-0.8007	1	198	590	6	2009.018519
acoustic backscatter	-0.5848	-0.6571	1	195	514	5	2008.944444
acquisition	-0.3095	-0.6702	1	331	944	9	2012.112069
action	-0.4389	0.2184	1	257	656	7	2009.595808
activation	0.7152	0.8118	4	204	596	7	2011.521429
active seepage	-0.5819	-0.7577	1	313	976	9	2012.1
activity	0.2388	0.1421	4	1379	15836	157	2011.741747
adaptation	0.8949	-0.0926	3	477	1886	21	2013.458029
addition	0.31	0.2473	4	1068	6752	66	2012.072879
adult	0.8579	-0.6438	3	214	598	7	2009.353846
advance	-0.5085	-0.369	1	230	564	6	2012.223684
advection	-0.3635	0.0271	1	545	2320	20	2010.324162
aerobic	0.4999	0.6324	2	295	842	7	2012.965517
aerobic methanotrophic bacteria	0.5213	0.4753	4	223	656	6	2012
aerobic respiration	0.506	0.7098	2	226	580	5	2011.222222
age	-0.0128	-0.3684	3	626	2570	27	2010.368729
aggregates	0.6409	0.2581	4	317	1050	9	2009.96124
aggregation	0.3802	-0.8479	3	176	482	5	2010.006757
agreement	0.0102	0.2421	2	494	1694	19	2010.554303
air	-0.403	0.6999	2	352	1122	11	2011.976061
air-sea exchange	-0.805	0.7413	2	185	552	5	2010.454545
air-sea fluxes	-0.6556	0.8084	2	252	824	8	2011.183908
al	0.2338	-0.5321	3	302	796	8	2010.555118
alaska	-0.0774	0.6316	2	373	1224	12	2010.597746
alkalinity	-0.4412	0.4552	5	252	726	7	2012.733333
alteration	-0.3646	0.6515	5	262	758	7	2012.662651
ammonium	-0.0548	0.8343	2	498	2040	21	2011.212264
ammonium nitrate	-0.1372	0.9303	2	171	456	5	2010.666667
amphipods	0.7394	-0.5304	3	209	644	8	2008.930556
amplitude	-0.9571	-0.7245	1	236	708	7	2010.372165
anaerobic	0.4696	0.4577	4	553	2262	19	2012.16
anaerobic degradation	0.4945	0.8094	4	233	632	7	2011.727273
anaerobic methane oxidation	0.4669	0.1785	4	494	2036	18	2012.894737
anaerobic oxidation	0.3016	0.3251	4	951	8728	79	2011.658824
anaerobic oxidation of methane	0.4592	0.162	4	379	1494	13	2009.307692
analysis	0.2897	-0.1697	3	1449	18500	186	2011.656462
anatomy	0.7659	-0.7265	3	146	392	5	2013.0625
animals	0.845	-0.6013	3	414	1482	16	2012.281022
anme	0.8703	0.3475	4	350	1424	15	2013.2
annelida	0.9416	-0.7928	3	296	1326	18	2014.782609
annelids	0.9527	-0.7739	3	168	456	5	2013.571429
anomaly	-0.6801	-0.4803	1	701	3694	36	2010.997204
anomura	0.9296	-0.6815	3	169	592	10	2013.909091
anoxic	0.2857	0.4457	2	495	1710	17	2011.109091
anoxic sediments	0.541	0.645	4	303	864	9	2009.588235
antarctic	0.6203	-0.3092	3	788	4012	47	2010.797819
antarctic peninsula	0.1532	-0.202	3	263	690	8	2011.82716
antarctica	0.5965	-0.2392	3	785	3980	48	2011.220175
antarcticus	0.9656	-0.7274	3	180	462	5	2012
aom	0.3495	0.3651	4	782	5966	53	2011.438596
application	-0.0514	0.1231	2	549	2092	22	2012.361823
approach	0.1067	-0.0216	4	793	3716	41	2013.011682
aquatic environments	0.0247	0.3388	4	166	464	5	2012.515152
aquifer	-0.6449	0.487	2	189	486	5	2013.608247
aragonite	-0.5127	-0.2222	5	289	958	8	2012.255556
arc	0.8202	-0.6165	3	435	1608	16	2011.75
archaea	0.6305	0.2736	4	876	7006	69	2013.73913
archaeal communities	0.5145	0.7687	4	205	526	5	2014.78
archaeal lipids	0.2638	-0.0027	4	273	800	7	2012.818182
archipelago	-0.2735	0.2132	2	286	794	9	2011.082609
arctic	-0.0878	0.276	2	1421	20954	230	2012.189504
arctic fjord	0.4114	0.8301	4	432	1588	15	2013.583333
arctic marine	0.5417	0.756	4	537	2440	24	2013.75576
arctic mid-ocean ridge	0.6791	-0.3649	3	257	866	9	2012.882353
arctic ocean	-0.4115	0.2523	2	977	6956	70	2010.893127
arctic regions	-0.1245	0.0797	2	379	1162	13	2013.278834
arctic seas	-0.1919	0.6584	2	332	1002	13	2014.010669
arctic sediments	0.6451	0.7449	4	590	3044	33	2009.5875
arctic shelf	-0.8294	0.6379	2	583	3436	37	2011.55615
arctic svalbard	0.2173	0.6179	4	376	1284	14	2012.8125
arctic waters	-0.22	0.6048	2	305	900	10	2011.466431
arctica	-0.0095	-0.675	3	155	470	5	2013.177778
area	-0.2531	-0.2267	1	1511	24246	240	2011.37466
assemblages	0.4091	-0.5251	3	693	3262	34	2012.247588
assessment	-0.2109	-0.2343	1	565	1972	20	2013.024899
assimilation	0.7259	0.4215	4	373	1248	14	2012.629787
association	0.5944	-0.4503	3	572	2244	24	2011.081886
atlantic	0.1711	-0.4212	3	981	5844	65	2010.236737
atlantic ocean	0.277	-0.4569	3	282	818	10	2009.615463
atlantic ridge	0.1918	-0.7716	3	260	700	7	2009.058824
atlantic water	-0.2277	0.4658	2	216	592	6	2010.080056
atmosphere	-0.7323	0.4911	2	969	8768	86	2011.581199
atmospheric methane	-0.9395	0.4049	2	430	1880	17	2013.325
atribacteria	0.7513	0.5431	4	190	530	5	2017.666667
attention	-0.5465	-0.6958	1	262	678	6	2012.917808
austral summer	0.1787	-0.1398	3	164	406	5	2012.0726
authigenic	-0.1487	-0.4528	1	385	1278	9	2011.944444
authigenic carbonates	-0.4976	-0.5428	5	762	4914	40	2012.952381
autonomous underwater vehicle	-0.4492	-0.5073	1	205	546	5	2012.68
autumn	-0.7479	0.4057	2	177	474	5	2011.726708
availability	0.555	0.3241	4	796	4272	39	2012.908905
ba	-0.0622	0.2018	5	238	632	5	2011.655172
backscatter	-0.6564	-0.5913	1	389	1502	15	2011.126712
bacteria	0.7503	0.1506	4	1240	14882	161	2012.900394
bacterial	0.8224	0.2122	4	556	2344	24	2014.217252
bacterial communities	0.7328	0.4367	4	599	2710	28	2014.916667
bacterial diversity	1.0268	0.0409	4	205	572	5	2014.6875
bacterial mats	0.4773	-0.5386	3	555	2612	23	2009.88
bacterial sulfate reduction	0.2549	0.8411	4	264	808	7	2008.857143
bacterium	0.8956	0.252	4	381	1352	17	2013.137405
baffin	-0.4893	0.0984	2	250	706	6	2010.510917
