id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
absorption	-0.5172	-0.2135	3	977	9638	86	2011.930081
absorption coefficient	-0.4872	-0.7455	3	530	2832	24	2011.888889
absorption properties	-0.548	-0.2801	3	363	1354	13	2012.586207
absorption spectra	-0.9336	-0.0438	3	369	1378	11	2012
absorption spectroscopy	-0.6664	0.8578	2	242	762	6	2013.857143
abundance	-0.6665	-0.4337	3	561	2208	20	2012.159769
access	-0.7266	0.5358	2	199	516	4	2013.769679
accessory pigments	-0.9582	-0.398	3	239	710	7	2011.25
accumulation	0.8148	-0.4712	1	179	504	5	2011.1675
accuracy	-0.4061	0.357	2	583	2734	26	2012.031588
activity	-0.2485	0.0169	2	345	1066	9	2011.741747
adaptation	-0.3264	-0.215	3	218	536	5	2013.458029
addition	0.0517	0.4813	2	537	2122	20	2012.072879
advance	0.0406	0.6517	2	227	568	6	2012.223684
advection	0.2331	-0.1832	1	241	632	6	2010.324162
aerosol	-0.4011	0.715	2	230	596	5	2011.217627
agency	-0.489	0.6629	2	200	546	5	2012.539216
agreement	-0.1524	0.2709	2	569	2658	24	2010.554303
air	0.4539	0.2811	1	265	722	7	2011.976061
air temperature	0.7102	0.2116	1	165	372	3	2012.218924
air-sea fluxes	1.256	-0.0784	1	166	408	3	2011.183908
al	-0.1801	0.228	2	312	918	8	2010.555118
alaska	0.1998	-0.8159	1	131	332	3	2010.597746
alaskan	0.448	-0.6046	1	135	336	3	2011.071579
albedo	0.3921	0.7196	2	168	412	4	2012.060567
algae	-0.7145	-0.0295	3	344	1054	9	2012.039501
algal blooms	-1.2967	-0.6444	3	133	328	4	2013.245902
algal groups	-1.0962	-0.0454	3	145	354	3	2010.909091
algal pigments	-1.0271	0.0104	3	157	384	3	2013.555556
algorithm	-0.3827	0.2394	2	1055	11782	112	2011.916828
algorithm development	-0.5748	0.7932	2	216	548	5	2013.769231
alpha	-0.7882	-0.253	3	178	414	4	2010.514493
alternative	-0.7357	0.2568	2	114	258	3	2011.356436
america	-0.586	0.7413	2	397	1524	16	2011.440252
amplification	1.1246	0.1927	1	160	378	3	2013.330357
amplitude	0.5039	0.3817	1	364	1266	12	2010.372165
amundsen	-0.3109	-0.7709	3	151	352	3	2012.553846
analysis	-0.4107	-0.1612	3	1096	9686	92	2011.656462
analysis model	0.0052	-0.3253	3	133	304	3	2010.318966
angle	-0.7378	0.3247	2	268	772	8	2010.915493
annual	0.6294	0.6139	1	177	440	4	2010.264808
annual cycle	0.9765	-0.051	1	258	740	7	2009.189944
annual primary production	0.8776	-0.7127	1	131	370	4	2011.125
annual variability	1.174	-0.1344	1	242	722	6	2012.096045
annular mode	1.1155	0.4381	1	146	400	3	2012.262136
anomaly	0.8107	0.1343	1	299	868	7	2010.997204
antarctic	-0.1948	0.0477	2	672	3886	37	2010.797819
antarctic circumpolar current	0.4781	-0.7258	1	174	418	3	2008.485816
antarctic expedition	-0.8803	0.4361	2	147	356	3	2010.220588
antarctic peninsula	-0.4649	-0.5229	3	338	1258	11	2011.82716
antarctic polar front	-0.2475	-1.0095	3	91	244	3	2007.967213
antarctic research	-0.8781	0.1804	2	153	406	4	2011.169643
antarctic waters	-0.0737	-0.5523	3	108	256	3	2008.982456
antarctica	-0.7472	0.3225	2	363	1426	14	2011.220175
antenna	-1.0469	-0.066	3	90	228	3	2010.984127
ao	0.8977	0.343	1	211	576	5	2011.098916
apparent optical properties	-0.6662	-0.3162	2	183	504	4	2011.2
application	-0.192	0.4454	2	772	4452	42	2012.361823
approach	-0.2202	0.1136	2	895	6182	56	2013.011682
aqua	-0.0249	0.7333	2	365	1232	10	2012.181818
aquatic environments	-0.9632	0.4699	2	157	388	4	2012.515152
arabian sea	0.599	-0.2304	1	159	392	4	2009.5
archives	0.0654	0.3722	2	286	808	7	2012.62249
arctic	0.2199	-0.1654	1	1052	11266	109	2012.189504
arctic climate	0.8821	0.5171	1	225	668	6	2013.150824
arctic environments	-0.3878	-0.2323	3	171	440	4	2012.708108
arctic ice	0.5561	0.0355	1	116	266	3	2013.034188
arctic marine	0.9168	0.0128	1	278	828	7	2013.75576
arctic marine ecosystems	0.796	-0.1028	1	222	596	5	2015.589286
arctic ocean	0.3395	-0.4874	1	826	6334	57	2010.893127
arctic oscillation	1.0962	0.4456	1	152	380	3	2011.24912
arctic phytoplankton	0.5193	-0.4125	1	332	1138	10	2014.766667
